"Test","p_value"
"Factor A",0.664
"Factor A",0.2874
"Factor A",0.7249
"Factor A",0.00509999999999999
"Factor A",0.3066
"Factor A",0.6731
"Factor A",0.969
"Factor A",0.654
"Factor A",0.8294
"Factor A",0.4373
"Factor A",0.3332
"Factor A",0.4219
"Factor A",0.9906
"Factor A",0.8085
"Factor A",0.499
"Factor A",0.026
"Factor A",0.2531
"Factor A",0.6128
"Factor A",0.3823
"Factor A",0.3487
"Factor A",0.0397
"Factor A",0.3967
"Factor A",0.8669
"Factor A",0.0155999999999999
"Factor A",0.954
"Factor A",0.5618
"Factor A",0.7566
"Factor A",0.819
"Factor A",0.4239
"Factor A",0.8586
"Factor A",0.2233
"Factor A",0.9683
"Factor A",0.8648
"Factor A",0.9208
"Factor A",0.7719
"Factor A",0.8392
"Factor A",0.5842
"Factor A",0.7824
"Factor A",0.3732
"Factor A",0.7564
"Factor A",0.3265
"Factor A",0.7529
"Factor A",0.0302
"Factor A",0.3014
"Factor A",0.5436
"Factor A",0.1417
"Factor A",0.4353
"Factor A",0.366
"Factor A",0.8197
"Factor A",0.3614
"Factor A",0.2443
"Factor A",0.8195
"Factor A",0.8603
"Factor A",0.3122
"Factor A",0.5294
"Factor A",0.588
"Factor A",0.4463
"Factor A",0.5314
"Factor A",0.8536
"Factor A",0.2469
"Factor A",0.0177
"Factor A",0.4762
"Factor A",0.4131
"Factor A",0.4049
"Factor A",0.7136
"Factor A",0.2343
"Factor A",0.9471
"Factor A",0.5739
"Factor A",0.0757
"Factor A",0.5999
"Factor A",0.9216
"Factor A",0.5424
"Factor A",0.5491
"Factor A",0.528
"Factor A",0.9582
"Factor A",0.2426
"Factor A",0.184
"Factor A",0.3117
"Factor A",0.9535
"Factor A",0.5039
"Factor A",0.0724
"Factor A",0.8133
"Factor A",0.892
"Factor A",0.7945
"Factor A",0.6126
"Factor A",0.1987
"Factor A",0.5277
"Factor A",0.9536
"Factor A",0.2827
"Factor A",0.1743
"Factor A",0.5687
"Factor A",0.8874
"Factor A",0.3566
"Factor A",0.9246
"Factor A",0.0216
"Factor A",0.3475
"Factor A",0.1605
"Factor A",0.3066
"Factor A",0.769
"Factor A",0.0296
"Factor A",0.3566
"Factor A",0.4829
"Factor A",0.4166
"Factor A",0.9984
"Factor A",0.7921
"Factor A",0.9123
"Factor A",0.4652
"Factor A",0.2594
"Factor A",0.5422
"Factor A",0.1388
"Factor A",0.12
"Factor A",0.8569
"Factor A",0.4082
"Factor A",0.9474
"Factor A",0.6558
"Factor A",0.7229
"Factor A",0.5727
"Factor A",0.2478
"Factor A",0.51
"Factor A",0.2053
"Factor A",0.7533
"Factor A",0.1584
"Factor A",0.9904
"Factor A",0.3917
"Factor A",0.2888
"Factor A",0.3992
"Factor A",0.7255
"Factor A",0.3747
"Factor A",0.9972
"Factor A",0.7371
"Factor A",0.7351
"Factor A",0.4387
"Factor A",0.2197
"Factor A",0.3553
"Factor A",0.5831
"Factor A",0.8526
"Factor A",0.9826
"Factor A",0.3483
"Factor A",0.6393
"Factor A",0.1608
"Factor A",0.7744
"Factor A",0.0648
"Factor A",0.4048
"Factor A",0.7212
"Factor A",0.87
"Factor A",0.1209
"Factor A",0.2989
"Factor A",0.055
"Factor A",0.1358
"Factor A",0.2582
"Factor A",0.3921
"Factor A",0.7409
"Factor A",0.7348
"Factor A",0.2405
"Factor A",0.7655
"Factor A",0.1495
"Factor A",0.2841
"Factor A",0.1117
"Factor A",0.7332
"Factor A",0.8492
"Factor A",0.6359
"Factor A",0.5558
"Factor A",0.2132
"Factor A",0.1061
"Factor A",0.64
"Factor A",0.4807
"Factor A",0.3201
"Factor A",0.2247
"Factor A",0.6944
"Factor A",0.034
"Factor A",0.0685
"Factor A",0.9388
"Factor A",0.9599
"Factor A",0.0723
"Factor A",0.000800000000000023
"Factor A",0.5098
"Factor A",0.1313
"Factor A",0.7439
"Factor A",0.3479
"Factor A",0.3716
"Factor A",0.472
"Factor A",0.4529
"Factor A",0.3675
"Factor A",0.4733
"Factor A",0.6644
"Factor A",0.4553
"Factor A",0.0921999999999999
"Factor A",0.9059
"Factor A",0.2014
"Factor A",0.7578
"Factor A",0.2803
"Factor A",0.2096
"Factor A",0.0206
"Factor A",0.1338
"Factor A",0.8629
"Factor A",0.6771
"Factor A",0.9222
"Factor A",0.4542
"Factor A",0.8501
"Factor A",0.7905
"Factor A",0.0474
"Factor A",0.3694
"Factor A",0.755
"Factor A",0.0574
"Factor A",0.1536
"Factor A",0.8642
"Factor A",0.2535
"Factor A",0.6515
"Factor A",0.1404
"Factor A",0.6324
"Factor A",0.6146
"Factor A",0.1179
"Factor A",0.821
"Factor A",0.5148
"Factor A",0.8979
"Factor A",0.9141
"Factor A",0.4523
"Factor A",0.86
"Factor A",0.0716
"Factor A",0.926
"Factor A",0.1886
"Factor A",0.5223
"Factor A",0.8869
"Factor A",0.5853
"Factor A",0.3245
"Factor A",0.6799
"Factor A",0.1084
"Factor A",0.461
"Factor A",0.503
"Factor A",0.3879
"Factor A",0.0617
"Factor A",0.1706
"Factor A",0.367
"Factor A",0.376
"Factor A",0.32
"Factor A",0.7146
"Factor A",0.8759
"Factor A",0.7953
"Factor A",0.4936
"Factor A",0.558
"Factor A",0.8502
"Factor A",0.5372
"Factor A",0.6423
"Factor A",0.519
"Factor A",0.9376
"Factor A",0.6201
"Factor A",0.3774
"Factor A",0.1047
"Factor A",0.5244
"Factor A",0.1071
"Factor A",0.6182
"Factor A",0.58
"Factor A",0.6961
"Factor A",0.2661
"Factor A",0.0644
"Factor A",0.5196
"Factor A",0.253
"Factor A",0.5725
"Factor A",0.1536
"Factor A",0.976
"Factor A",0.6502
"Factor A",0.2382
"Factor A",0.0827
"Factor A",0.8178
"Factor A",0.4066
"Factor A",0.0685
"Factor A",0.315
"Factor A",0.3594
"Factor A",0.0282
"Factor A",0.5232
"Factor A",0.703
"Factor A",0.668
"Factor A",0.9683
"Factor A",0.8644
"Factor A",0.3253
"Factor A",0.7897
"Factor A",0.2418
"Factor A",0.2478
"Factor A",0.9901
"Factor A",0.151
"Factor A",0.3903
"Factor A",0.5577
"Factor A",0.7833
"Factor A",0.889
"Factor A",0.8958
"Factor A",0.2571
"Factor A",0.163
"Factor A",0.2151
"Factor A",0.7542
"Factor A",0.3057
"Factor A",0.2718
"Factor A",0.8298
"Factor A",0.00729999999999997
"Factor A",0.6634
"Factor A",0.2501
"Factor A",0.0723
"Factor A",0.2788
"Factor A",0.5712
"Factor A",0.1327
"Factor A",0.7673
"Factor A",0.4624
"Factor A",0.0501
"Factor A",0.000800000000000023
"Factor A",0.9411
"Factor A",0.833
"Factor A",0.0155
"Factor A",0.6377
"Factor A",0.7024
"Factor A",0.7173
"Factor A",0.3156
"Factor A",0.7783
"Factor A",0.7523
"Factor A",0.7761
"Factor A",0.7416
"Factor A",0.4264
"Factor A",0.5949
"Factor A",0.5034
"Factor A",0.7085
"Factor A",0.8034
"Factor A",0.2167
"Factor A",0.0472
"Factor A",0.6961
"Factor A",0.8465
"Factor A",0.5369
"Factor A",0.2314
"Factor A",0.0103
"Factor A",0.2243
"Factor A",0.0353
"Factor A",0.9424
"Factor A",0.4509
"Factor A",0.7986
"Factor A",0.3733
"Factor A",0.3684
"Factor A",0.4999
"Factor A",0.3575
"Factor A",0.5636
"Factor A",0.8067
"Factor A",0.3034
"Factor A",0.8356
"Factor A",0.1671
"Factor A",0.086
"Factor A",0.1564
"Factor A",0.6607
"Factor A",0.3022
"Factor A",0.7728
"Factor A",0.5965
"Factor A",0.6273
"Factor A",0.5475
"Factor A",0.5367
"Factor A",0.3511
"Factor A",0.0261
"Factor A",0.1891
"Factor A",0.5791
"Factor A",0.9909
"Factor A",0.0538
"Factor A",0.1909
"Factor A",0.4641
"Factor A",0.2233
"Factor A",0.3504
"Factor A",0.0302
"Factor A",0.6418
"Factor A",0.3178
"Factor A",0.0936
"Factor A",0.5203
"Factor A",0.1893
"Factor A",0.9769
"Factor A",0.1783
"Factor A",0.2783
"Factor A",0.2899
"Factor A",0.7008
"Factor A",0.4021
"Factor A",0.8848
"Factor A",0.8784
"Factor A",0.835
"Factor A",0.7204
"Factor A",0.8387
"Factor A",0.3771
"Factor A",0.0679
"Factor A",0.0732
"Factor A",0.0299
"Factor A",0.2042
"Factor A",0.1271
"Factor A",0.7169
"Factor A",0.5549
"Factor A",0.7306
"Factor A",0.3721
"Factor A",0.1207
"Factor A",0.8907
"Factor A",0.9009
"Factor A",0.2043
"Factor A",0.6164
"Factor A",0.0275
"Factor A",0.6099
"Factor A",0.9796
"Factor A",0.5088
"Factor A",0.00939999999999996
"Factor A",0.1802
"Factor A",0.018
"Factor A",0.0444
"Factor A",0.3276
"Factor A",0.9804
"Factor A",0.2204
"Factor A",0.6979
"Factor A",0.5137
"Factor A",0.9836
"Factor A",0.2905
"Factor A",0.9076
"Factor A",0.9967
"Factor A",0.2109
"Factor A",0.1618
"Factor A",0.6949
"Factor A",0.4616
"Factor A",0.9261
"Factor A",0.5411
"Factor A",0.9633
"Factor A",0.0382
"Factor A",0.0606
"Factor A",0.9417
"Factor A",0.9331
"Factor A",0.2597
"Factor A",0.4219
"Factor A",0.64
"Factor A",0.9018
"Factor A",0.651
"Factor A",0.3226
"Factor A",0.1902
"Factor A",0.2829
"Factor A",0.6502
"Factor A",0.413
"Factor A",9.9999999999989e-05
"Factor A",0.7746
"Factor A",0.7607
"Factor A",0.7359
"Factor A",0.9396
"Factor A",0.3391
"Factor A",0.534
"Factor A",0.0939
"Factor A",0.2097
"Factor A",0.6402
"Factor A",0.5644
"Factor A",0.6343
"Factor A",0.7972
"Factor A",0.9244
"Factor A",0.3675
"Factor A",0.4695
"Factor A",0.7636
"Factor A",0.339
"Factor A",0.139
"Factor A",0.3345
"Factor A",0.49
"Factor A",0.806
"Factor A",0.3195
"Factor A",0.3836
"Factor A",0.8878
"Factor A",0.8953
"Factor A",0.0978
"Factor A",0.8033
"Factor A",0.9215
"Factor A",0.8195
"Factor A",0.7499
"Factor A",0.15
"Factor A",0.0762
"Factor A",0.7608
"Factor A",0.7693
"Factor A",0.5949
"Factor A",0.9741
"Factor A",0.6328
"Factor A",0.2484
"Factor A",0.7505
"Factor A",0.8781
"Factor A",0.4332
"Factor A",0.3971
"Factor A",0.7365
"Factor A",0.2357
"Factor A",0.8308
"Factor A",0.2583
"Factor A",0.5025
"Factor A",0.8675
"Factor A",0.2203
"Factor A",0.0505
"Factor A",0.5623
"Factor A",0.4784
"Factor A",0.4028
"Factor A",0.5223
"Factor A",0.8055
"Factor A",0.5293
"Factor A",0.9778
"Factor A",0.8223
"Factor A",0.0185
"Factor A",0.8454
"Factor A",0.2601
"Factor A",0.4604
"Factor A",0.8644
"Factor A",0.3756
"Factor A",0.8554
"Factor A",0.4777
"Factor A",0.1182
"Factor A",0.8657
"Factor A",0.2918
"Factor A",0.2559
"Factor A",0.8259
"Factor A",0.3213
"Factor A",0.252
"Factor A",0.8265
"Factor A",0.9194
"Factor A",0.2136
"Factor A",0.9927
"Factor A",0.013
"Factor A",0.4834
"Factor A",0.5248
"Factor A",0.5027
"Factor A",0.3644
"Factor A",0.748
"Factor A",0.6013
"Factor A",0.846
"Factor A",0.2219
"Factor A",0.2767
"Factor A",0.3669
"Factor A",0.4467
"Factor A",0.871
"Factor A",0.9256
"Factor A",0.1049
"Factor A",0.1093
"Factor A",0.0747
"Factor A",0.1581
"Factor A",0.0121
"Factor A",0.8541
"Factor A",0.7951
"Factor A",0.4333
"Factor A",0.6412
"Factor A",0.4392
"Factor A",0.9367
"Factor A",0.6226
"Factor A",0.0172
"Factor A",0.2413
"Factor A",0.1071
"Factor A",0.528
"Factor A",0.7579
"Factor A",0.8798
"Factor A",0.0645
"Factor A",0.1044
"Factor A",0.1583
"Factor A",0.3157
"Factor A",0.9912
"Factor A",0.6827
"Factor A",0.9871
"Factor A",0.2994
"Factor A",0.8964
"Factor A",0.1415
"Factor A",0.9859
"Factor A",0.786
"Factor A",0.0145999999999999
"Factor A",0.5401
"Factor A",0.9053
"Factor A",0.4788
"Factor A",0.00139999999999996
"Factor A",0.0827
"Factor A",0.3211
"Factor A",0.475
"Factor A",0.9504
"Factor A",0.5512
"Factor A",0.6922
"Factor A",0.5392
"Factor A",0.3498
"Factor A",0.0417999999999999
"Factor A",0.4091
"Factor A",0.7962
"Factor A",0.0701000000000001
"Factor A",0.1801
"Factor A",0.0285
"Factor A",0.5495
"Factor A",0.1431
"Factor A",0.8948
"Factor A",0.7652
"Factor A",0.6674
"Factor A",0.1007
"Factor A",0.9815
"Factor A",0.0262
"Factor A",0.299
"Factor A",0.9539
"Factor A",0.0437
"Factor A",0.9407
"Factor A",0.9848
"Factor A",0.4193
"Factor A",0.48
"Factor A",0.9151
"Factor A",0.6836
"Factor A",0.2889
"Factor A",0.9089
"Factor A",0.3886
"Factor A",0.7336
"Factor A",0.0268
"Factor A",0.5385
"Factor A",0.7442
"Factor A",0.3865
"Factor A",0.5947
"Factor A",0.8638
"Factor A",0.1528
"Factor A",0.0478
"Factor A",0.324
"Factor A",0.7157
"Factor A",0.0108
"Factor A",0.4582
"Factor A",0.2995
"Factor A",0.4367
"Factor A",0.0766
"Factor A",0.2263
"Factor A",0.1612
"Factor A",0.5558
"Factor A",0.7974
"Factor A",0.7321
"Factor A",0.4996
"Factor A",0.3002
"Factor A",0.9314
"Factor A",0.361
"Factor A",0.4777
"Factor A",0.5728
"Factor A",0.9366
"Factor A",0.6192
"Factor A",0.6786
"Factor A",0.0526
"Factor A",0.3363
"Factor A",0.2568
"Factor A",0.647
"Factor A",0.1113
"Factor A",0.0537
"Factor A",0.5496
"Factor A",0.6499
"Factor A",0.1527
"Factor A",0.4483
"Factor A",0.5964
"Factor A",0.0306
"Factor A",0.4994
"Factor A",0.809
"Factor A",0.0357
"Factor A",0.6872
"Factor A",0.6147
"Factor A",0.4555
"Factor A",0.3969
"Factor A",0.5227
"Factor A",0.7913
"Factor A",0.9013
"Factor A",0.0789
"Factor A",0.7402
"Factor A",0.000499999999999945
"Factor A",0.455
"Factor A",0.2314
"Factor A",0.4792
"Factor A",0.1428
"Factor A",0.5616
"Factor A",0.149
"Factor A",0.7767
"Factor A",0.0563
"Factor A",0.6143
"Factor A",0.8708
"Factor A",0.2046
"Factor A",0.8946
"Factor A",1
"Factor A",0.2112
"Factor A",0.9739
"Factor A",0.7023
"Factor A",0.2722
"Factor A",0.1398
"Factor A",0.8289
"Factor A",0.3905
"Factor A",0.6504
"Factor A",0.5851
"Factor A",0.8263
"Factor A",0.8925
"Factor A",0.6124
"Factor A",0.2142
"Factor A",0.0432
"Factor A",0.3217
"Factor A",0.1467
"Factor A",0.1546
"Factor A",0.5985
"Factor A",0.408
"Factor A",0.5545
"Factor A",0.5214
"Factor A",0.8686
"Factor A",0.095
"Factor A",0.0926
"Factor A",0.5064
"Factor A",0.8049
"Factor A",0.5848
"Factor A",0.5271
"Factor A",0.7148
"Factor A",0.5418
"Factor A",0.6089
"Factor A",0.9617
"Factor A",0.5612
"Factor A",0.8457
"Factor A",0.9612
"Factor A",0.255
"Factor A",0.2441
"Factor A",0.8615
"Factor A",0.311
"Factor A",0.7972
"Factor A",0.0265
"Factor A",0.2591
"Factor A",0.3117
"Factor A",0.1508
"Factor A",0.0841
"Factor A",0.0809
"Factor A",0.0372
"Factor A",0.8048
"Factor A",0.7778
"Factor A",0.0454
"Factor A",0.413
"Factor A",0.5117
"Factor A",0.0164
"Factor A",0.4596
"Factor A",0.8357
"Factor A",0.2225
"Factor A",0.3853
"Factor A",0.2237
"Factor A",0.667
"Factor A",0.9773
"Factor A",0.9795
"Factor A",0.9793
"Factor A",0.9031
"Factor A",0.1359
"Factor A",0.5987
"Factor A",0.672
"Factor A",0.5455
"Factor A",0.9491
"Factor A",0.314
"Factor A",0.6922
"Factor A",0.6546
"Factor A",0.3825
"Factor A",0.2032
"Factor A",0.5496
"Factor A",0.9887
"Factor A",0.6264
"Factor A",0.9544
"Factor A",0.7578
"Factor A",0.8256
"Factor A",0.6813
"Factor A",0.3047
"Factor A",0.7267
"Factor A",0.8268
"Factor A",0.3142
"Factor A",0.4679
"Factor A",0.1534
"Factor A",0.4726
"Factor A",0.6347
"Factor A",0.0154
"Factor A",0.2794
"Factor A",0.4046
"Factor A",0.7393
"Factor A",0.2095
"Factor A",0.7893
"Factor A",0.0479000000000001
"Factor A",0.2376
"Factor A",0.9379
"Factor A",0.7035
"Factor A",0.3906
"Factor A",0.9981
"Factor A",0.2482
"Factor A",0.639
"Factor A",0.6101
"Factor A",0.9622
"Factor A",0.8193
"Factor A",0.922
"Factor A",0.6777
"Factor A",0.9007
"Factor A",0.00729999999999997
"Factor A",0.2741
"Factor A",0.7258
"Factor A",0.1106
"Factor A",0.7673
"Factor A",0.00619999999999998
"Factor A",0.8327
"Factor A",0.5168
"Factor A",0.9774
"Factor A",0.9981
"Factor A",0.4138
"Factor A",0.3775
"Factor A",0.2963
"Factor A",0.6677
"Factor A",0.7992
"Factor A",0.7551
"Factor A",0.9265
"Factor A",0.3063
"Factor A",0.3217
"Factor A",0.095
"Factor A",0.5351
"Factor A",0.2254
"Factor A",0.5806
"Factor A",0.2428
"Factor A",0.5789
"Factor A",0.3423
"Factor A",0.2942
"Factor A",0.4493
"Factor A",0.2694
"Factor A",0.5522
"Factor A",0.38
"Factor A",0.8003
"Factor A",0.2651
"Factor A",0.7239
"Factor A",0.1452
"Factor A",0.5028
"Factor A",0.4333
"Factor A",0.1884
"Factor A",0.2182
"Factor A",0.1399
"Factor A",0.1908
"Factor A",0.2396
"Factor A",0.4199
"Factor A",0.9363
"Factor A",0.9913
"Factor A",0.2055
"Factor A",0.8617
"Factor A",0.6015
"Factor A",0.8604
"Factor A",0.4887
"Factor A",0.3094
"Factor A",0.2691
"Factor A",0.9744
"Factor A",0.7289
"Factor A",0.2703
"Factor A",0.3865
"Factor A",0.5184
"Factor A",0.7453
"Factor A",0.7189
"Factor A",0.3037
"Factor A",0.491
"Factor A",0.8472
"Factor A",0.9729
"Factor A",0.7287
"Factor A",0.6472
"Factor A",0.2045
"Factor A",0.3866
"Factor A",0.7291
"Factor A",0.8
"Factor A",0.5083
"Factor A",0.2108
"Factor A",0.1613
"Factor A",0.9581
"Factor A",0.5818
"Factor A",0.5563
"Factor A",0.6662
"Factor A",0.8197
"Factor A",0.4606
"Factor A",0.4036
"Factor A",0.9327
"Factor A",0.1577
"Factor A",0.1142
"Factor A",0.3953
"Factor A",0.9184
"Factor A",0.7924
"Factor A",0.3009
"Factor A",0.8961
"Factor A",0.0264
"Factor A",0.4124
"Factor A",0.3384
"Factor A",0.9825
"Factor A",0.0387999999999999
"Factor A",0.9075
"Factor A",0.881
"Factor A",0.4944
"Factor A",0.0562
"Factor A",0.5042
"Factor A",0.00670000000000004
"Factor A",0.9717
"Factor A",0.1661
"Factor A",0.1684
"Factor A",0.251
"Factor A",0.9259
"Factor A",0.9601
"Factor A",0.9462
"Factor A",0.7039
"Factor A",0.8994
"Factor A",0.6002
"Factor A",0.5413
"Factor A",0.9417
"Factor A",0.4334
"Factor A",0.266
"Factor A",0.2217
"Factor A",0.7209
"Factor A",0.8013
"Factor A",0.1837
"Factor A",0.048
"Factor A",0.9274
"Factor A",0.0279
"Factor A",0.5177
"Factor A",0.6241
"Factor A",0.9565
"Factor A",0.9564
"Factor A",0.1568
"Factor A",0.7292
"Factor A",0.7084
"Factor A",0.9188
"Factor A",0.4605
"Factor A",0.7981
"Factor A",0.5852
"Factor A",0.643
"Factor A",0.4664
"Factor A",0.5135
"Factor A",0.1457
"Factor A",0.7849
"Factor A",0.0716
"Factor A",0.8453
"Factor A",0.4514
"Factor A",0.2472
"Factor A",0.8678
"Factor A",0.8883
"Factor A",0.8657
"Factor A",0.8073
"Factor A",0.5256
"Factor A",0.3803
"Factor A",0.3645
"Factor A",0.7522
"Factor A",0.3128
"Factor A",0.8289
"Factor A",0.1339
"Factor A",0.119
"Factor A",0.1256
"Factor A",0.4246
"Factor A",0.9096
"Factor A",0.2881
"Factor A",0.5736
"Factor A",0.8938
"Factor A",0.1618
"Factor A",0.7871
"Factor A",0.7393
"Factor A",0.883
"Factor A",0.032
"Factor A",0.8312
"Factor A",0.6734
"Factor A",0.151
"Factor A",0.0498
"Factor A",0.9756
"Factor A",0.7878
"Factor A",0.2199
"Factor A",0.1749
"Factor A",0.5376
"Factor A",0.8991
"Factor A",0.8274
"Factor A",0.7971
"Factor A",0.9482
"Factor A",0.1669
"Factor A",0.1484
"Factor A",0.0739
"Factor A",0.2962
"Factor A",0.5888
"Factor A",0.4433
"Factor A",0.5968
"Factor A",0.3141
"Factor A",0.2238
"Factor A",0.16
"Factor A",0.0399
"Factor A",0.6244
"Factor A",0.4975
"Factor A",0.6958
"Factor A",0.8174
"Factor A",0.1161
"Factor A",0.6782
"Factor A",0.5446
"Factor A",0.191
"Factor A",0.4376
"Factor A",0.4428
"Factor A",0.741
"Factor A",0.685
"Factor A",0.197
"Factor A",0.3177
"Factor A",0.6466
"Factor A",0.7911
"Factor A",0.664
"Factor A",0.1836
"Factor A",0.2521
"Factor A",0.1473
"Factor A",0.2045
"Factor A",0.9948
"Factor A",0.9721
"Factor A",0.9571
"Factor A",0.3638
"Factor A",0.4574
"Factor A",0.0288
"Factor A",0.1295
"Factor A",0.2537
"Factor A",0.9927
"Factor A",0.0465
"Factor A",0.05
"Factor A",0.3886
"Factor A",0.0795
"Factor A",0.1314
"Factor A",0.7415
"Factor A",0.5034
"Factor A",0.3891
"Factor A",0.2761
"Factor A",0.4935
"Factor A",0.3817
"Factor A",0.218
"Factor A",0.7931
"Factor A",0.5085
"Factor A",0.8914
"Factor A",0.6208
"Factor A",0.4145
"Factor A",0.1234
"Factor A",0.4218
"Factor A",0.4248
"Factor A",0.4341
"Factor A",0.5828
"Factor A",0.3215
"Factor A",0.6612
"Factor A",0.9306
"Factor A",0.3631
"Factor A",0.4511
"Factor A",0.2539
"Factor A",0.4378
"Factor A",0.687
"Factor A",0.9855
"Factor A",0.2869
"Factor A",0.5603
"Factor A",0.7834
"Factor A",0.2021
"Factor A",0.246
"Factor A",0.1772
"Factor A",0.5675
"Factor A",0.2509
"Factor A",0.2145
"Factor A",0.8843
"Factor A",0.1491
"Factor A",0.3782
"Factor A",0.5107
"Factor A",0.8416
"Factor A",0.5404
"Factor A",0.6205
"Factor A",0.7591
"Factor A",0.9031
"Factor A",0.637
"Factor A",0.869
"Factor A",0.2115
"Factor A",0.3336
"Factor A",0.5359
"Factor A",0.8963
"Factor A",0.5546
"Factor A",0.2306
"Factor A",0.3336
"Factor A",0.8105
"Factor A",0.7041
"Factor A",0.2038
"Factor A",0.7165
"Factor A",0.8051
"Factor A",0.4945
"Factor A",0.8276
"Factor A",0.4307
"Factor A",0.598
"Factor A",0.2386
"Factor A",0.7531
"Factor A",0.7098
"Factor A",0.9207
"Factor A",0.4194
"Factor A",0.7645
"Factor A",0.4091
"Factor A",0.0563
"Factor A",0.1269
"Factor A",0.1513
"Factor A",0.4904
"Factor A",0.3767
"Factor A",0.2811
"Factor A",0.00560000000000005
"Factor A",0.841
"Factor A",0.8117
"Factor A",0.9511
"Factor A",0.9365
"Factor A",0.3192
"Factor A",0.696
"Factor A",0.7841
"Factor A",0.9046
"Factor A",0.6344
"Factor A",0.0957
"Factor A",0.7283
"Factor A",0.7501
"Factor A",0.5283
"Factor A",0.109
"Factor A",0.3321
"Factor A",0.3361
"Factor A",0.0874
"Factor A",0.8568
"Factor A",0.1644
"Factor A",0.101
"Factor A",0.4896
"Factor A",0.3013
"Factor A",0.3586
"Factor A",0.3755
"Factor A",0.1106
"Factor A",0.6499
"Factor A",0.3167
"Factor A",0.0234
"Factor A",0.484
"Factor A",0.8916
"Factor A",0.4819
"Factor A",0.1622
"Factor A",0.8789
"Factor A",0.2299
"Factor A",0.3698
"Factor A",0.617
"Factor A",0.821
"Factor A",0.3283
"Factor A",0.7886
"Factor A",0.4213
"Factor A",0.5391
"Factor A",0.4563
"Factor A",0.605
"Factor A",0.356
"Factor A",0.9885
"Factor A",0.0434
"Factor A",0.1753
"Factor A",0.2267
"Factor A",0.041
"Factor A",0.0401
"Factor A",0.00249999999999995
"Factor A",0.392
"Factor A",0.2654
"Factor A",0.295
"Factor A",0.8706
"Factor A",0.9284
"Factor A",0.2439
"Factor A",0.622
"Factor A",0.5724
"Factor A",0.404
"Factor A",0.3329
"Factor A",0.2909
"Factor A",0.6908
"Factor A",0.1944
"Factor A",0.3658
"Factor A",0.6333
"Factor A",0.00429999999999997
"Factor A",0.7045
"Factor A",0.9486
"Factor A",0.6039
"Factor A",0.5049
"Factor A",0.6994
"Factor A",0.9271
"Factor A",0.8795
"Factor A",0.0377999999999999
"Factor A",0.0934
"Factor A",0.3054
"Factor A",0.1185
"Factor A",0.6306
"Factor A",0.7766
"Factor A",0.4144
"Factor A",0.867
"Factor A",0.0179
"Factor A",0.0675
"Factor A",0.091
"Factor A",0.6582
"Factor A",0.3891
"Factor A",0.3251
"Factor A",0.8244
"Factor A",0.5899
"Factor A",0.2283
"Factor A",0.5282
"Factor A",0.0211
"Factor A",0.125
"Factor A",0.3796
"Factor A",0.134
"Factor A",0.6423
"Factor A",0.299
"Factor A",0.1902
"Factor A",0.7323
"Factor A",0.0702
"Factor A",0.3732
"Factor A",0.3389
"Factor A",0.8861
"Factor A",0.6747
"Factor A",0.5522
"Factor A",0.7793
"Factor A",0.3789
"Factor A",0.7462
"Factor A",0.9662
"Factor A",0.7695
"Factor A",0.5531
"Factor A",0.9731
"Factor A",0.6337
"Factor A",0.136
"Factor A",0.3963
"Factor A",0.3065
"Factor A",0.1
"Factor A",0.6355
"Factor A",0.5647
"Factor A",0.984
"Factor A",0.2961
"Factor A",0.3596
"Factor A",0.685
"Factor A",0.6567
"Factor A",0.9457
"Factor A",0.5893
"Factor A",0.4801
"Factor A",0.4583
"Factor A",0.1536
"Factor A",0.1633
"Factor A",0.998
"Factor A",0.4887
"Factor A",0.8752
"Factor A",0.7671
"Factor A",0.9336
"Factor A",0.276
"Factor A",0.73
"Factor A",0.7847
"Factor A",0.2172
"Factor A",0.5227
"Factor A",0.1046
"Factor A",0.979
"Factor A",0.1529
"Factor A",0.8281
"Factor A",0.8304
"Factor A",0.5909
"Factor A",0.8447
"Factor A",0.4539
